claim,evidenceUrl,snippet,relevance,labelDescription
The President talked with the Ukrainian Deputy Prime Minister Volodymyr Groysman on May 13th 2016,https://www.reuters.com/article/us-usa-election-trump-ukraine/ukraine-hopes-trump-is-no-tsar-will-not-abandon-kiev-idUSKBN1361IS,"U.S. President elect Donald Trump speaks at election night rally in Prime Minister Volodymyr Groysman said in a statement to Reuters,",0,Refutes
The President talked with the Ukrainian Deputy Prime Minister Volodymyr Groysman on May 13th 2016,https://www.ukrweekly.com/uwwp/2016-in-u-s-ukraine-relations-concerns-about-war-corruption/,"On May 18, President Obama nominated a new ambassador to Ukraine. Marie Yovanovitch, a career member of the Foreign Service, class of minister-",0,Refutes
The President talked with the Ukrainian Deputy Prime Minister Volodymyr Groysman on May 13th 2016,https://www.washingtonpost.com/world/national-security/house-majority-leader-to-colleagues-in-2016-i-think-putin-pays-trump/2017/05/17/515f6f8a-3aff-11e7-8854-21f359183e8c_story.html,"Before the conversation, McCarthy and Ryan had emerged from separate talks at the Capitol with Ukrainian Prime Minister Vladimir Groysman,",0,Refutes
The U.S. has a record number of abortions year after year.,https://thehill.com/policy/healthcare/3499228-births-increase-in-us-for-first-time-in-seven-years/,"The U.S. birth rate increased for the first time in seven years in 2021, according to a Centers for Disease Control and Prevention report released on Tuesday.

The National Center for Health Statistics analysis of 99.94 percent of registered birth records from last year found that births rose by 1 percent compared to the 2020 numbers, the first upswing since 2014.

From 2014 to 2020, births declined by approximately 2 percent every year, according to the numbers processed by the National Vital Statistics System.",0,Supports
The U.S. has a record number of abortions year after year.,https://uk.news.yahoo.com/abortion-common-us-since-18th-140546783.html,"State-by-state battles are heating up in the wake of news that the U.S. Supreme Court appears poised to overrule landmark rulings - Roe v. Wade and Planned Parenthood v. Casey - and remove constitutional protection for the right to get an abortion.

Now, pro- and anti-abortion advocates are gearing up for a new phase of the abortion conflict.

While many people may think that the political arguments over abortion now are fresh and new, scholars of women’s, medical and legal history note that this debate has a long history in the U.S.",0,Supports
The U.S. has a record number of abortions year after year.,https://www.americanprogress.org/article/state-abortion-legislation-2021/,"In 2021, the United States has seen the highest number of abortion restrictions made law in a single year, and the legal context in which",0,Supports
The U.S. has a record number of abortions year after year.,https://www.bbc.com/news/59583311,"Over the last ten years, fewer women have been having abortions across the US, according to the latest statistics from the CDC. The number",1,Refutes
The U.S. has a record number of abortions year after year.,https://www.bbc.com/news/newsbeat-60429942,"A new report has found LGBT representation on US TV is at a high, with nearly 12% of regular characters who are LGBT, up 2.8% from last year",0,Supports
The U.S. has a record number of abortions year after year.,https://www.bbc.com/news/world-us-canada-57003722,Data from the CDC shows births falling most sharply toward the end of last year when babies conceived at the start of the pandemic would have,0,Supports
The U.S. has a record number of abortions year after year.,https://www.cdc.gov/mmwr/volumes/69/ss/ss6907a1.htm,"In 2017, the most recent year for which PMSS data were reviewed for pregnancy-related deaths, two women were identified to have died as a",0,Supports
The U.S. has a record number of abortions year after year.,https://www.cdc.gov/mmwr/volumes/70/ss/ss7009a1.htm,"Aggregate abortion numbers, without individual-level records, are requested for the following variables: Age group in years of women obtaining",1,Supports
The U.S. has a record number of abortions year after year.,https://www.guttmacher.org/article/2021/10/first-time-ever-us-states-enacted-more-100-abortion-restrictions-single-year,"States have enacted 106 abortion restrictions so far in 2021, a year that has been marked by unprecedented threats to U.S. abortion rights",0,Supports
The U.S. has a record number of abortions year after year.,https://www.guttmacher.org/article/2021/12/state-policy-trends-2021-worst-year-abortion-rights-almost-half-century,"This analysis has been adjusted to reflect the United States Food and in 2021 by enacting laws, including a record number of abortion",1,Supports
The U.S. has a record number of abortions year after year.,https://www.independent.ie/irish-news/health/church-has-not-interfered-in-the-last-three-years-when-21000-abortions-were-recorded-says-minister-41643712.html,"THERE have been approximately 21,000 abortions in Ireland over the last three years since terminations became legal – and the Catholic Church has not interfered in any of them.

That was the impassioned argument of junior Health minister Mary Butler to the Dáil in statements on the proposed creation of a new National Maternity Hospital on the St Vincent’s site in Dublin.

“The religious orders have left the scene,” Ms Butler insisted as she accompanied Minister for Health Stephen Donnelly in defending the paused decision to go ahead with construction on land that will remain technically owned by the St Vincent’s Healthcare Group, incorporating the Sisters of Charity, under a 299-year lease.",0,Supports
The U.S. has a record number of abortions year after year.,https://www.npr.org/2021/07/09/1014475875/abortion-rights-laws-states-record-conservatives,Abortion restrictions reached the record number after Texas Gov. Greg Abbott signed a new measure into law in May that would ban abortions in,0,Supports
The U.S. has a record number of abortions year after year.,https://www.pewresearch.org/fact-tank/2021/01/15/a-record-number-of-women-are-serving-in-the-117th-congress/,"The first, Republican Jeannette Rankin of Montana, was elected to the House in 1916, two years after her state gave women the vote. But it's",0,Supports
The U.S. has a record number of abortions year after year.,https://www.pewresearch.org/fact-tank/2022/02/03/what-the-data-says-about-gun-deaths-in-the-u-s/,"In 2020, the U.S. experienced a record number of gun murders, died of gun-related injuries in 2020 than in any other year on record,",0,Supports
The U.S. has a record number of abortions year after year.,https://www.politifact.com/factchecks/2016/jan/20/carly-fiorina/carly-fiorina-incorrect-us-has-record-number-abort/,"stated on January 20, 2016 in an Iowa Right to Life event in Des Moines: The United States has a ""record number of abortions year after year after year."".",1,Supports
The U.S. has a record number of abortions year after year.,https://www.politifact.com/factchecks/2022/may/04/jeanine-pirro/jeanine-pirro-wrongly-says-there-are-63-million-ab/,"A Fox News spokesperson told PolitiFact that Pirro was referencing a report by the National Right to Life Committee that estimates 63 million abortions have been performed since the Roe v. Wade decision in 1973.

The number of abortions have been steadily declining over the last decade.

The U.S. Centers for Disease Control and Prevention puts the 2019 figure at around 629,898. The Guttmacher Institute, a pro-abortion rights research group, estimated there were 862,320 abortions in 2017.",1,Refutes
The U.S. has a record number of abortions year after year.,https://www.smh.com.au/national/after-49-years-outlawing-abortion-in-the-us-won-t-stop-abortions-it-will-just-make-them-dangerous-20220504-p5aife.html,"In the United States, Americans have gathered outside the Supreme Court building to protest the most serious threat to reproductive rights in a generation. On May 2, the website Politico published a leaked draft opinion revealing that the Supreme Court is poised to overturn Roe v Wade.

That was a landmark 1973 decision that guarantees abortion as a constitutional right. Over the decades, the decision has survived multiple legal challenges and been repeatedly reaffirmed by the Supreme Court, leading some legal scholars to describe it as a “super precedent”. The leaked draft, authored by Justice Samuel Alito, rejects such arguments, describing Roe as “egregiously wrong from the start”. It denies a constitutional right to abortion and would return the issue of abortion regulation to the states.

Protesters outside the US Supreme Court this week. Credit:AP",0,Supports
The U.S. has a record number of abortions year after year.,https://www.usnews.com/news/national-news/articles/2021-10-05/states-enact-record-number-of-abortion-restrictions-in-2021,"This year has been the most restrictive year for abortion access on record, topping 100 new restrictions for the first time in history,",0,Supports
The U.S. has a record number of abortions year after year.,https://www.webmd.com/women/news/20210712/record-number-of-abortion-restrictions-passed-this-year-group-says,Ninety abortion restrictions have been enacted in 2021 -- the most in one calendar year since the U.S. Supreme Court legalized abortion with,0,Supports
The US employment rate is rising,https://sgp.fas.org/crs/misc/R46554.pdf,"U.S. Unemployment Rate: Historical Trends . a particularly long recession, charact erized by a steady and large increase in unemployment.",1,Supports
The US employment rate is rising,https://tradingeconomics.com/united-states/unemployment-rate,"The US unemployment rate was unchanged at 3.6 percent in April of 2022, remaining the lowest since February 2020 and compared with market expectations of ...",1,Supports
The US employment rate is rising,https://www.arkansasonline.com/news/2022/may/23/arkansas-eviction-rate-in-2022-is-highest-in-5/?latest,"Arkansas Gov. Asa Hutchinson said last month that about $86 million in federal funding to support housing stability programs wasn't needed in the state's current economy, but data shows evictions are higher throughout the state than they've been in the past five years.

As of Friday, 2,855 evictions had been filed in state courts since the start of 2022, per an Arkansas Democrat-Gazette analysis. The number is 45% higher than evictions filed last year over the same period. It is also 60% higher than evictions filed over the same period in 2018, two years before the covid-19 pandemic.

Arkansas became one of two states, along with Nebraska, to refuse the funding through the Emergency Rental Assistance program on April 19, in a letter to the U.S. Treasury Secretary Janet Yellen. Hutchinson told Yellen he would draw down no more than 39% on the $146 million offered. This would give the state about $60 million in funds.",0,Supports
The US employment rate is rising,https://www.bbc.com/news/world-45827430,President Trump often highlights the rising value of US financial to have delivered the lowest unemployment rate in half a century.,0,Supports
The US employment rate is rising,https://www.bls.gov/news.release/pdf/empsit.pdf,"unchanged at 3.6 percent, the U.S. Bureau of Labor Statistics reported today. employment had, in fact, risen that month. At an.",1,Supports
The US employment rate is rising,https://www.brookings.edu/blog/the-avenue/2022/01/11/decembers-jobs-report-reveals-a-growing-racial-employment-gap-especially-for-black-women/,Table 1 shows the U.S. unemployment rate by race for the three-month period between October and December 2021. The unemployment rates for,0,Supports
The US employment rate is rising,https://www.cbpp.org/research/poverty-and-inequality/tracking-the-covid-19-economys-effects-on-food-housing-and,"The unemployment rate jumped in April 2020 to a level not seen since the 1930s — and stood at 4.9 percent in October 2021, compared with 3.5",0,Supports
The US employment rate is rising,https://www.dol.gov/ui/data.pdf,Rate is not seasonally adjusted. The source of U.S. total covered employment is BLS. Page 8. 8. UNADJUSTED INITIAL CLAIMS FOR,0,Supports
The US employment rate is rising,https://www.futurecurrencyforecast.com/pound-us-dollar-gbp-usd-exchange-rate-to-fall-on-us-employment-data-50289,"Pound US Dollar (GBP/USD) Exchange Rate Underpinned by Risk-Positive Trade

The Pound US Dollar (GBP/USD) exchange rate slipped this morning, after rising overnight, though it remains near one-month highs. A risk-on mood is underpinning the Pound (GBP) and weighing on the US Dollar (USD), although a lack of data limits movement.

Pound (GBP) Driven by Politics?",0,Supports
The US employment rate is rising,https://www.intellinews.com/slovak-jobless-rate-in-april-at-its-lowest-level-in-past-two-years-245119/,"The Slovak unemployment rate stood at its lowest level in the past two years, down from 6.67% in March to 6.54% in April, the Labour Office reported. In year-on-year terms, it decreased by 1.46 percentage points (pp).

The number of jobs offered rose to 86,768 as a result of the ongoing economic recovery. The total number of registered jobseekers in April reached 193,409. Labour offices registered 88,066 long-term unemployed people, the lowest figure in the past 13 months.

""These are very encouraging figures. More significant than the numbers themselves is the trend that has been established. Unemployment has been falling for three months in a row. At the same time, the number of job vacancies is rising steadily,"" said Labour Minister Milan Krajniak, noting that almost two and a half billion euros were used to maintain jobs from the state budget.",0,Supports
The US employment rate is rising,https://www.msn.com/en-us/news/world/The-percentage-of-Americans-who-think-Biden-is-responsible-for-rising-inflation/ar-AAXCmfU,"Here are the full results to how Americans responded to the question, “How much responsibility does Joe Biden have for the current trend in the inflation rate?""

A lot: 46%

Some: 30%",0,Supports
The US employment rate is rising,https://www.pewresearch.org/fact-tank/2020/06/11/unemployment-rose-higher-in-three-months-of-covid-19-than-it-did-in-two-years-of-the-great-recession/,"That rate was the era's second highest, trailing only the level reached in April (14.4%). The rise in the number of unemployed workers due to",1,Supports
The US employment rate is rising,https://www.piie.com/blogs/realtime-economic-issues-watch/us-employment-and-wages-are-rising-briskly-amid-strong-labor,"Notwithstanding the low unemployment rate, the level of US employment remains materially below the level of pre-pandemic forecasts.",1,Refutes
The US employment rate is rising,https://www.piie.com/blogs/realtime-economic-issues-watch/us-employment-and-wages-are-rising-briskly-amid-strong-labor,The unemployment rate fell 0.2 percentage point in March to 3.6 percent and is now roughly back to its pre-pandemic level. Figure 1 Chang in,1,Supports
The US employment rate is rising,https://www.weforum.org/agenda/2016/10/female-employment-rates-are-rising-across-the-world-but-not-in-the-us-why,"In 1995, the OECD estimated women's employment rate in Japan at 56.5 percent, almost 10 percentage points lower than in the U.S.,",0,Supports
The US employment rate is rising.,https://sgp.fas.org/crs/misc/R46554.pdf,"U.S. Unemployment Rate: Historical Trends . a particularly long recession, charact erized by a steady and large increase in unemployment.",1,Supports
The US employment rate is rising.,https://tradingeconomics.com/united-states/unemployment-rate,"The US unemployment rate was unchanged at 3.6 percent in April of 2022, remaining the lowest since February 2020 and compared with market expectations of ...",1,Supports
The US employment rate is rising.,https://www.bbc.com/news/world-45827430,President Trump often highlights the rising value of US financial to have delivered the lowest unemployment rate in half a century.,0,Supports
The US employment rate is rising.,https://www.bls.gov/news.release/pdf/empsit.pdf,"unchanged at 3.6 percent, the U.S. Bureau of Labor Statistics reported today. employment had, in fact, risen that month. At an.",1,Supports
The US employment rate is rising.,https://www.brookings.edu/blog/the-avenue/2022/01/11/decembers-jobs-report-reveals-a-growing-racial-employment-gap-especially-for-black-women/,Table 1 shows the U.S. unemployment rate by race for the three-month period between October and December 2021. The unemployment rates for,0,Supports
The US employment rate is rising.,https://www.cbpp.org/research/poverty-and-inequality/tracking-the-covid-19-economys-effects-on-food-housing-and,"The unemployment rate jumped in April 2020 to a level not seen since the 1930s — and stood at 4.9 percent in October 2021, compared with 3.5",0,Supports
The US employment rate is rising.,https://www.dol.gov/ui/data.pdf,Rate is not seasonally adjusted. The source of U.S. total covered employment is BLS. Page 8. 8. UNADJUSTED INITIAL CLAIMS FOR,0,Supports
The US employment rate is rising.,https://www.fxstreet.com/news/when-is-the-australian-employment-report-and-how-could-it-affect-aud-usd-202205190040,"April month employment statistics from the Australian Bureau of Statistics, up for publishing at 01:30 GMT on Thursday, will be the immediate catalyst for the AUD/USD pair traders.

The jobs figures have been important considering the Reserve Bank of Australia’s (RBA) hawkish stand, backed by firmer inflation data, as well as a bit softer Wage Price Index for Q1 2022.

Market consensus suggests that the headline Unemployment Rate may ease to 3.9% from 4.0% on a seasonally adjusted basis whereas Employment Change could rise from 17.9K to 30K. Further, the Participation Rate may remain unchanged at 66.4% during the stated month.",0,Supports
The US employment rate is rising.,https://www.pewresearch.org/fact-tank/2020/06/11/unemployment-rose-higher-in-three-months-of-covid-19-than-it-did-in-two-years-of-the-great-recession/,"That rate was the era's second highest, trailing only the level reached in April (14.4%). The rise in the number of unemployed workers due to",0,Supports
The US employment rate is rising.,https://www.piie.com/blogs/realtime-economic-issues-watch/us-employment-and-wages-are-rising-briskly-amid-strong-labor,The unemployment rate fell 0.2 percentage point in March to 3.6 percent and is now roughly back to its pre-pandemic level. Figure 1 Chang in,1,Supports
The US employment rate is rising.,https://www.thisismoney.co.uk/money/markets/article-10824719/Falling-unemployment-rising-wages-mask-worrying-economic-outlook.html,"Fresh data has shown falling unemployment and growing wages, but experts warn the figures obscure a worrying outlook for the British economy.

The UK unemployment rate fell to its lowest level since 1974 at 3.7 per cent in the three months to April, while workers on average saw a 4.2 per cent jump in regular pay and a 7 per cent hike when including bonuses, the Office for National Statistics said.

However, the headline fall in unemployment and growing wages does not demonstrate a more important economic reality – fewer people in work than before the pandemic and costs rising faster than pay.",0,Supports
The US employment rate is rising.,https://www.weforum.org/agenda/2016/10/female-employment-rates-are-rising-across-the-world-but-not-in-the-us-why,"In 1995, the OECD estimated women's employment rate in Japan at 56.5 percent, almost 10 percentage points lower than in the U.S.,",0,Supports
The US population is 320 million,https://apnews.com/press-release/globe-newswire/technology-health-depression-clinical-trials-88d7d4bd63733ba0b61530621416f93c,"Positivedata from phase IIb studyshowspotential of COMP360 psilocybin therapy

in treatment-resistant depression

London, UK – 23 May 2022",0,Supports
The US population is 320 million,https://reason.com/2020/02/14/what-happens-to-the-u-s-population-if-immigration-rises-substantially-or-halts-entirely/,U.S. population could increase from 323 million in 2016 to as high as 447 million by 2060—or fall as low as 320 million.,1,Refutes
The US population is 320 million,https://thehill.com/opinion/finance/551155-americas-population-growth-future/,"Without future immigration, however, the U.S. population is projected to face population decline, reaching 320 million by 2060.",0,Refutes
The US population is 320 million,https://www.bbc.com/news/business-36402942,"Why is Norway - population five million - embracing electric cars with on the list are the US (population: 320 million), Japan (pop.",0,Supports
The US population is 320 million,https://www.businessinsider.com/the-us-population-has-grown-to-320-million-2014-12,"WASHINGTON (Reuters) - The U.S. population is seen at 320.09 million people as of Jan. 1, up 0.73 percent from a year earlier, the Census",1,Supports
The US population is 320 million,https://www.census.gov/content/dam/Census/library/publications/2020/demo/p25-1146.pdf,"After that, the population is pro- jected to decline through 2060, when it could reach a low of. 320 million. Page 3. U.S. Census Bureau. 3. • In the main ...",0,Supports
The US population is 320 million,https://www.census.gov/popclock/,"Shows estimates of current USA Population overall and people by US state/county and of World Population overall, by country and most populated countries.",0,Supports
The US population is 320 million,https://www.chegg.com/homework-help/questions-and-answers/total-consumption-electrical-energy-united-states-100-1019-joules-per-year--us-population--q14140755,"If the U.S. population is about 320 million people, what is the average rate of electrical energy consumption per person? This problem has been solved! See the ...",1,Supports
The US population is 320 million,https://www.chegg.com/homework-help/questions-and-answers/us-federal-debt-recently-passed-18-trillion-dollars-current-us-population-320-million-peop-q67628823,The current US population is about 320 million people. Round all your answers to the nearest hundredth. 1. Write the federal debt in scientific notation. Debt: ...,1,Supports
The US population is 320 million,https://www.fao.org/state-of-food-security-nutrition,"In 2020, between 720 and 811 million people faced hunger may be close to double the current population of the United States or triple that of Brazil.",0,Supports
The US population is 320 million,https://www.insideedition.com/us-covid-19-death-toll-reaches-1-million-74829,"In a grim reminder that the pandemic is far from over, the United States has surpassed one million deaths from COVID-19, the White House said.

The White House released a statement Thursday from President Joe Biden saying the nation has marked ""a tragic milestone"" and each death was ""an irreplaceable loss.""

""One million empty chairs around the dinner table. Each an irreplaceable loss,"" Biden said in a statement. ""Each leaving behind a family, a community, and a nation forever changed because of this pandemic.""",0,Supports
The US population is 320 million,https://www.nasdaq.com/articles/introducing-the-global-x-clean-water-etf-aqwa,"By Global X Research Team

On April 12th, 2021, we listed the Global X Clean Water ETF (AQWA) on Nasdaq. AQWA seeks to invest in companies advancing the provision of clean water through industrial water treatment, storage and distribution infrastructure, as well as purification and efficiency strategies among other activities. Further, AQWA incorporates Environmental, Social & Governance (ESG) screens and follows ESG proxy voting guidelines to affect positive change alongside financial returns.

Access to clean water is becoming a dire global challenge – one that may require rethinking all aspects of the water value chain with a greater focus on sustainability and making significant investments in water infrastructure and related products and services.",0,Supports
The US population is 320 million,https://www.pbs.org/newshour/nation/u-s-population-reach-320-09-million-start-2015-census-reports,"The U.S. population is expected to reach 320.09 million people on Jan. 1, 2015, a 0.73 percent increase from the previous year, the U.S.",1,Supports
The US population is 320 million,https://www.usnews.com/opinion/blogs/robert-schlesinger/2014/12/31/us-population-2015-320-million-and-world-population-72-billion,"The U.S. population grew by 0.73 percent in 2014, while the world grew by a bit more than 1 percent.",0,Supports
The USA won the most medals at the 2016 Rio Olympics,https://home.nzcity.co.nz/olympics/olympicnews.aspx?id=354296,"Home > 2016 Olympics > News

Simone Biles has been named as the Godmother for the Celebrity Beyond cruise ship Celebrity Cruises have announced that the US gymnast - who has won seven Olympic medals and 19 world championships - has been given the honour for the ship, which embarked on her maiden voyage from Southampton on April 27 14 May 2022

Simone's role is to inspire all guests and crew who sail on the shop, and it is considered to be a lifetime title and honour.",0,Supports
The USA won the most medals at the 2016 Rio Olympics,https://obamawhitehouse.archives.gov/the-press-office/2016/09/29/remarks-president-welcoming-2016-usa-olympic-and-paralympic-teams,"for the inspiring U.S. Paralympic Team! (Applause.) And give it up for the winners of the most medals, by far, at the 2016 Rio Olympics,",1,Supports
The USA won the most medals at the 2016 Rio Olympics,https://olympic.ca/2022/05/26/three-more-medals-for-team-canada-at-the-mare-nostrum-in-barcelona/,"Darren Calabrese/COC

Three more medals for Team Canada at the Mare Nostrum in Barcelona

Kylie Masse swam to her way to a second gold medal in two days at the second stop of the Mare Nostrum Swim Tour in Barcelona, ​​Spain. Ingrid Wilm won a silver medal while Mary-Sophie Harvey won bronze.",0,Supports
The USA won the most medals at the 2016 Rio Olympics,https://olympics.com/en/olympic-games/rio-2016,"Athletes enjoyed world-class facilities, including a superb village, all located in one of the world's most beautiful cities, in a compact layout for maximum ...",0,Supports
The USA won the most medals at the 2016 Rio Olympics,https://www.bbc.com/news/world-africa-37153668,"However, in the number of total medals won, this was Africa's most successful Olympics - the tally of 45 beating the previous best set of 40 in",0,Supports
The USA won the most medals at the 2016 Rio Olympics,https://www.bbc.com/news/world-us-canada-37062640,"If Canada earns a medal in the relay race, Oleksiak would tie the Canadian record for the most medals won in a single Olympics. Speedskater",0,Supports
The USA won the most medals at the 2016 Rio Olympics,https://www.bbc.com/sport/olympics/37143265,The Rio 2016 Olympics have provided an abundance of memorable images performance to win the women's all-around Olympic gold medal.,0,Supports
The USA won the most medals at the 2016 Rio Olympics,https://www.dailymail.co.uk/sport/olympics/index.html,"LATEST TOKYO OLYMPICS NEWS AND UPDATES

'He thinks he's invincible, feels he can't be hurt': Craig Richards says Joshua Buatsi will contribute to his own downfall when the rivals collide on Saturday… as 'Spider' plots revenge against Dmitry Bivol next EXCLUSIVE INTERVIEW BY MATT DAVIES: Craig Richards (centre) and Joshua Buatsi (bottom left) go head-to-head at the O2 Arena on Saturday night in the battle to become Britain's best light-heavyweight. It's Buatsi who comes in as the favourite, having exceeded all prior expectation to win Olympic bronze in 2015 and subsequently beating all 15 of his opponents in the pro ranks to date. Richards believe the success has gone to Buatsi's head, however, which he says will be the unbeaten fighter's downfall. 'You believe you're something special,' Richards told Buatsi as they met for their face-off ahead of the eagerly-anticipated light-heavyweight domestic clash on Saturday night. 'If you don't believe you're something special, what are you doing, bro?' Buatsi responded. Two statements that perhaps perfectly encapsulate the differing journeys the two south Londoners have undertaken in their careers: Buatsi, an accomplished amateur, was picked to represent Team GB at the Olympics and has since been regarded a future Matchroom golden goose; Richards, often an underdog, has instead had to bulldoze his way into contention....read Richards wants Bivol rematch after defeating Buatsi in domestic clash

It never rains... Downcast Matt Lauer steps out in soggy East Hampton days after Twitter's new owner Elon Musk blasted disgraced ex-Today host's former employer NBC News for building him a 'rape office' Former Today Show host Matt Lauer was captured looking dour during a walk in the rain in East Hampton days after Elon Musk called him and NBC out on Twitter. Matt Lauer seen looking miserable on a walk in East Hampton",0,Supports
The USA won the most medals at the 2016 Rio Olympics,https://www.flotrack.org/articles/5064235-a-look-at-team-usas-world-relays-medal-chances,"Men's 4x100m

Women's 4x100m

Men's 4x200m",0,Supports
The USA won the most medals at the 2016 Rio Olympics,https://www.msn.com/en-us/sports/more-sports/michael-phelps-has-more-olympic-gold-medals-than-a-staggering-number-of-countries/ar-AAXo0yW,"© Salty View/Shutterstock Michael Phelps

Even if you don't follow the Olympics every four years, you likely still know about Michael Phelps. Over the past two decades, he made headlines, broke records, and won the hearts of fans all over the world as one of the brightest stars from Team USA. Some of those fans even ended up competing against him toward the end of his professional swimming career. After competing at five Olympics from 2000 to 2016, Phelps retired as the most successful Olympic athlete of all time.

His career started off slow compared to other Olympic athletes. He joined a swim team in his home town of Baltimore simply because his sisters had joined, but the Atlanta 1996 Olympics lit a fire inside of him and he set his sights on the Olympics (via Biography). As an unknown at the Sydney 2000 Olympics four years later, 15-year-old Phelps went home without any medals. However, at the Athens 2004 Olympics, he went home with eight medals, six of them gold. Successful? Obviously. But record-breaking? Not quite.",0,Supports
The USA won the most medals at the 2016 Rio Olympics,https://www.npr.org/sections/thetorch/2016/08/21/490818961/u-s-women-are-the-biggest-winners-in-rio-olympics,No one is flying home from Rio with more medals than the U.S. women. The full American squad — both men and women — won the most medals,1,Supports
The USA won the most medals at the 2016 Rio Olympics,https://www.teamusa.org/News/2016/August/31/A-Look-Back-At-Each-Of-Team-USAs-46-Gold-Medals-Won-At-The-Rio-Olympics,"Records fell, history was made and champions were born at the Rio 2016 Olympic Games, where Team USA athletes took home 121 medals — the",1,Supports
The USA won the most medals at the 2016 Rio Olympics,https://www.teamusa.org/news/2016/august/21/team-usa-concludes-record-breaking-rio-2016-olympic-games-with-121-medals-46-golds,"Propelled by four medals from individual all-around champion Simone Biles, the nine medals are the most won by any nation since 1972 (Soviet",1,Supports
The USA won the most medals at the 2016 Rio Olympics,https://www.usatoday.com/story/sports/olympics/rio-2016/2016/08/21/olympic-medals-college-stanford-cal-usc-pac-12/89078132/,"It was a foregone conclusion that the United States would top the medal count at the 2016 Rio Olympics, finishing with 121 medals.",1,Supports
The USA won the most medals at the 2016 Rio Olympics,https://www.usnews.com/news/articles/2016-08-16/2016-olympics-which-country-has-won-the-most-medals-in-rio,"The U.S. is leading the medal count by a substantial margin. By Ethan Rosenberg. |. Aug. 16, 2016.",1,Supports
The USA won the most medals at the 2016 Rio Olympics,https://www.vogue.com/article/american-women-most-medals-rio-olympics-2016,"After the 2016 Rio Olympics concluded yesterday, the United States tallied the most medals out of the 206 nations competing at the Summer",1,Supports
The USA worked more hours than the average of the OECD countries in 2014.,http://www.oecd.org/economy/surveys/Korea-2016-OECD-economic-survey-overview.pdf,boosting its per capita income from 39% of the average of the top half of OECD countries in 1991 to 75% by 2014.,0,Supports
The USA worked more hours than the average of the OECD countries in 2014.,http://www.oecd.org/economy/surveys/Korea-2016-OECD-economic-survey-overview.pdf,"over 2011-15, still higher than the OECD average, while employment to 70% of the working-age population (2014 OECD Economic Survey of",0,Supports
The USA worked more hours than the average of the OECD countries in 2014.,http://www.oecd.org/education/EAG2014-Indicator%20D1%20(eng).pdf,"While the average total compulsory instruction time for primary and lower secondary students in OECD countries is 7 475 hours, formal instruction-time ...",0,Supports
The USA worked more hours than the average of the OECD countries in 2014.,https://ca.news.yahoo.com/country-shortest-workweek-heres-compares-170018042.html,"You've heard it before, and until it changes, you'll likely hear it again: Americans are workaholics. Many of us take work to the next level, pushing beyond the standard eight-hour work day and even tacking on the occasional weekend just to get the job done. We check our email from bed and clock in on vacation. One study found that a whopping 48% of Americans consider themselves workaholics.

These days, with work-life balance being top of mind, some U.S. companies are toying with the idea of a four-day workweek and it has some wondering what a shorter workweek could really look like.

The Organisation for Economic Co-operation and Development (OECD), an intergovernmental economic organization of 38 member countries, including nations like the U.S., Greece, New Zealand, and Sweden, did some digging on the average number of hours people work in a typical week around the world. And while the latest numbers available are from 2020, the data paints a picture of what a standard workweek might look like in countries from Italy to Iceland.",0,Supports
The USA worked more hours than the average of the OECD countries in 2014.,https://data.oecd.org/emp/hours-worked.htm,Average annual hours worked is defined as the total number of hours actually worked per year divided by the average number of people in employment per year.,0,Supports
The USA worked more hours than the average of the OECD countries in 2014.,https://oem.bmj.com/content/75/Suppl_2/A141.3,"Abstract

Introduction South Korea is one of the countries with the longest working hours in the OECD countries. Long working hours can be a risk factor of mental illness as well as cardiovascular disease. The aim of this study was to evaluate the effect of long working hours on depressive symptoms among employees in South Korea.

Methods This study used data from the Korea Working Conditions Survey in 2014. Study subjects included 22 910 employees aged 19 years or older who work more than 35 hours per week. Working hours were categorised into 35–40, 41–52, 53–68, and more than 68 hours per week. Depressive symptoms were assessed using the WHO’s Well-Being Index with cut-off score of 50. We calculated prevalence ratios of depressive symptoms according to working hours using log-binomial regression.",0,Supports
The USA worked more hours than the average of the OECD countries in 2014.,https://ourworldindata.org/working-hours,"Labor productivity; Average daily hours of work in summer, by industry In 1870, workers in most of these countries worked more than 3,000 hours annually",0,Supports
The USA worked more hours than the average of the OECD countries in 2014.,https://ourworldindata.org/working-hours,"The chart here shows average working hours since 1870 for a selection of In 1870, workers in most of these countries worked more than 3,000 hours",1,Supports
The USA worked more hours than the average of the OECD countries in 2014.,https://stats.oecd.org/index.aspx?DataSetCode=ANHRS,OECD.Stat enables users to search for and extract data from across OECD's many databases.,0,Supports
The USA worked more hours than the average of the OECD countries in 2014.,https://stats.oecd.org/index.aspx?DataSetCode=ANHRS,"United States Information on item, 1 772, 1 778, 1 782, 1 780, 1 782, 1 783, 1 778, 1 778, 1 782, 1 777, 1 767. OECD countries Information on item ...",1,Supports
The USA worked more hours than the average of the OECD countries in 2014.,https://www.bbc.com/news/34667552,"The US sits a little higher at $67 per hour. Mexicans work more than any other OECD nation - 2,228 hours per year on average - but only produce",0,Supports
The USA worked more hours than the average of the OECD countries in 2014.,https://www.bbc.com/worklife/article/20180504-which-country-works-the-longest-hours,"South Korea has currently longer working hours than any other developed country: an average 2,069 hours per year, per worker, according to",1,Supports
